Compound,Date,Negative,Neutral,Positive,Source account,Text,Tweets Ago
0.765,Sat Jun 09 22:30:05 +0000 2018,0.526,0.145,0.329,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",The race to save the Great Barrier Reef? A coral fertility treatment designed to help damaged parts of the reef is… https://t.co/3nTj0nA5h9,203
0.5859,Sat Jun 09 22:15:00 +0000 2018,0.703,0.074,0.223,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>","Tyler Soloman wiped tears of joy off his face after his father, who'd been deployed overseas, surprised Tyler by sh… https://t.co/8rub7aG2Ej",204
-0.6486,Sat Jun 09 22:00:13 +0000 2018,0.782,0.218,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",News of Anthony Bourdain’s death shook people around the world. We asked for your stories of how this gifted storyt… https://t.co/YYJPIxu1zN,205
0.2732,Sat Jun 09 21:53:00 +0000 2018,0.9,0.0,0.1,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>","First responders in Russellville, Arkansas, went above and beyond the call of duty to surprise a teen with autism a… https://t.co/h96qLLu7qu",206
-0.5574,Sat Jun 09 21:45:05 +0000 2018,0.841,0.159,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","Danny Kirwan, a guitarist who appeared on five of Fleetwood Mac's albums, died in London on Friday, according to th… https://t.co/KUwHtJ6ins",207
-0.296,Sat Jun 09 21:37:48 +0000 2018,0.885,0.115,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",JUST IN: Canadian Prime Minister Justin Trudeau says he will impose retaliatory measures to answer President Trump'… https://t.co/AiVDwmzMvV,208
0.5927,Sat Jun 09 21:10:05 +0000 2018,0.815,0.0,0.185,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","Her rare skin condition keeps her indoors, but she braved the sun to walk at graduation https://t.co/ZkdCAXZwUE https://t.co/k6YeRZ6lI0",209
-0.1027,Sat Jun 09 21:00:06 +0000 2018,0.928,0.072,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",An internal Census Bureau memo sent to Commerce Secretary Wilbur Ross warns that adding a citizenship question to t… https://t.co/0AZC4nYfN2,210
0.0,Sat Jun 09 20:50:07 +0000 2018,1.0,0.0,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",Secretary of State Mike Pompeo reiterated US calls for North Korea to completely rid itself of all remnants of its… https://t.co/3RxJpEMn3K,211
-0.4767,Sat Jun 09 20:40:09 +0000 2018,0.846,0.154,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",Syracuse University has suspended 15 members of a professional fraternity after they appeared in videos that the sc… https://t.co/X6Bs6DkczE,212
0.0,Sat Jun 09 20:30:08 +0000 2018,1.0,0.0,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",Porsche's first electric car will be called the Taycan https://t.co/Wxy5sh45nm https://t.co/3m7qXCcg2J,213
0.6705,Sat Jun 09 20:20:24 +0000 2018,0.618,0.085,0.297,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","There was nobody like Anthony Bourdain, and there was no show like #PartsUnknown. CNN pays tribute with a special n… https://t.co/9TgJMgP7Kc",214
0.6486,Sat Jun 09 20:10:07 +0000 2018,0.762,0.0,0.238,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","President Trump says his relationships with other Western leaders are perfect, but the truth is the transatlantic a… https://t.co/o0UsVXeClf",215
0.0,Sat Jun 09 20:00:09 +0000 2018,1.0,0.0,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","Prince Harry and Meghan, Duchess of Sussex, joined celebrations of Queen Elizabeth II's official birthday with the… https://t.co/c6kvYJ2vwn",216
0.539,Sat Jun 09 19:50:34 +0000 2018,0.852,0.0,0.148,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",President Trump on the upcoming North Korea meeting: “I really feel confident. I feel that Kim Jong Un wants to do… https://t.co/9jM2GjrhxU,217
0.5859,Sat Jun 09 19:40:00 +0000 2018,0.847,0.0,0.153,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>","One step on the island of Bermuda, and it's impossible not to be moved by its beauty, history, simplicity and charm… https://t.co/EOxmxM76Kk",218
0.3612,Sat Jun 09 19:30:00 +0000 2018,0.878,0.0,0.122,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>","Will we ever fly like the Jetsons? This company just unveiled its first commercial flying car, Flyer — and… https://t.co/bZV351RYJz",219
-0.7269,Sat Jun 09 19:20:09 +0000 2018,0.681,0.319,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",A man in Texas nearly died after the severed head of a rattlesnake bit him https://t.co/bqHnciUgf3 https://t.co/NmnJLHs3Hz,220
-0.296,Sat Jun 09 23:00:05 +0000 2018,0.824,0.176,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","Charles Krauthammer, the famed conservative columnist, informed readers that he is confronting an aggressive form o… https://t.co/xEzj6dMTcl",221
0.8176,Sat Jun 09 22:58:33 +0000 2018,0.681,0.0,0.319,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",BREAKING: Justify wins the 150th running of the Belmont Stakes to win horse racing’s 13th Triple Crown https://t.co/TUE8Wwe8FS,222
0.765,Sat Jun 09 22:30:05 +0000 2018,0.526,0.145,0.329,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",The race to save the Great Barrier Reef? A coral fertility treatment designed to help damaged parts of the reef is… https://t.co/3nTj0nA5h9,223
0.5859,Sat Jun 09 22:15:00 +0000 2018,0.703,0.074,0.223,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>","Tyler Soloman wiped tears of joy off his face after his father, who'd been deployed overseas, surprised Tyler by sh… https://t.co/8rub7aG2Ej",224
-0.6486,Sat Jun 09 22:00:13 +0000 2018,0.782,0.218,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",News of Anthony Bourdain’s death shook people around the world. We asked for your stories of how this gifted storyt… https://t.co/YYJPIxu1zN,225
0.2732,Sat Jun 09 21:53:00 +0000 2018,0.9,0.0,0.1,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>","First responders in Russellville, Arkansas, went above and beyond the call of duty to surprise a teen with autism a… https://t.co/h96qLLu7qu",226
-0.5574,Sat Jun 09 21:45:05 +0000 2018,0.841,0.159,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","Danny Kirwan, a guitarist who appeared on five of Fleetwood Mac's albums, died in London on Friday, according to th… https://t.co/KUwHtJ6ins",227
-0.296,Sat Jun 09 21:37:48 +0000 2018,0.885,0.115,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",JUST IN: Canadian Prime Minister Justin Trudeau says he will impose retaliatory measures to answer President Trump'… https://t.co/AiVDwmzMvV,228
0.5927,Sat Jun 09 21:10:05 +0000 2018,0.815,0.0,0.185,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","Her rare skin condition keeps her indoors, but she braved the sun to walk at graduation https://t.co/ZkdCAXZwUE https://t.co/k6YeRZ6lI0",229
-0.1027,Sat Jun 09 21:00:06 +0000 2018,0.928,0.072,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",An internal Census Bureau memo sent to Commerce Secretary Wilbur Ross warns that adding a citizenship question to t… https://t.co/0AZC4nYfN2,230
0.0,Sat Jun 09 20:50:07 +0000 2018,1.0,0.0,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",Secretary of State Mike Pompeo reiterated US calls for North Korea to completely rid itself of all remnants of its… https://t.co/3RxJpEMn3K,231
-0.4767,Sat Jun 09 20:40:09 +0000 2018,0.846,0.154,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",Syracuse University has suspended 15 members of a professional fraternity after they appeared in videos that the sc… https://t.co/X6Bs6DkczE,232
0.0,Sat Jun 09 20:30:08 +0000 2018,1.0,0.0,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",Porsche's first electric car will be called the Taycan https://t.co/Wxy5sh45nm https://t.co/3m7qXCcg2J,233
0.6705,Sat Jun 09 20:20:24 +0000 2018,0.618,0.085,0.297,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","There was nobody like Anthony Bourdain, and there was no show like #PartsUnknown. CNN pays tribute with a special n… https://t.co/9TgJMgP7Kc",234
0.6486,Sat Jun 09 20:10:07 +0000 2018,0.762,0.0,0.238,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","President Trump says his relationships with other Western leaders are perfect, but the truth is the transatlantic a… https://t.co/o0UsVXeClf",235
0.0,Sat Jun 09 20:00:09 +0000 2018,1.0,0.0,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","Prince Harry and Meghan, Duchess of Sussex, joined celebrations of Queen Elizabeth II's official birthday with the… https://t.co/c6kvYJ2vwn",236
0.539,Sat Jun 09 19:50:34 +0000 2018,0.852,0.0,0.148,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",President Trump on the upcoming North Korea meeting: “I really feel confident. I feel that Kim Jong Un wants to do… https://t.co/9jM2GjrhxU,237
0.5859,Sat Jun 09 19:40:00 +0000 2018,0.847,0.0,0.153,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>","One step on the island of Bermuda, and it's impossible not to be moved by its beauty, history, simplicity and charm… https://t.co/EOxmxM76Kk",238
0.3612,Sat Jun 09 19:30:00 +0000 2018,0.878,0.0,0.122,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>","Will we ever fly like the Jetsons? This company just unveiled its first commercial flying car, Flyer — and… https://t.co/bZV351RYJz",239
-0.7269,Sat Jun 09 19:20:09 +0000 2018,0.681,0.319,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",A man in Texas nearly died after the severed head of a rattlesnake bit him https://t.co/bqHnciUgf3 https://t.co/NmnJLHs3Hz,240
-0.6486,Sat Jun 09 19:17:02 +0000 2018,0.782,0.218,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",News of Anthony Bourdain’s death shook people around the world. We asked for your stories of how this gifted storyt… https://t.co/lzZyRpT9Co,241
-0.7506,Sat Jun 09 19:10:07 +0000 2018,0.726,0.274,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","Authorities have found the remains of a woman killed by an alligator in Davie, Florida. The woman disappeared Frida… https://t.co/MlDdA6jk5h",242
0.0,Sat Jun 09 19:00:08 +0000 2018,1.0,0.0,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",The small (but not insignificant) ways Anthony Bourdain made a difference in the lives of some everyday people… https://t.co/TMK8f9nYfC,243
0.3291,Sat Jun 09 18:50:01 +0000 2018,0.907,0.0,0.093,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>","In the history of horse racing, only 12 horses have ever won the fabled Triple Crown. But why is this trophy so dif… https://t.co/gDu0o6AgPX",244
0.0,Sat Jun 09 18:40:00 +0000 2018,1.0,0.0,0.0,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>","President Trump, while making remarks at the G7 summit, says he has not spoken to Vladimir Putin in ""quite a while,… https://t.co/4qmAImsiL4",245
0.0,Sat Jun 09 18:30:14 +0000 2018,1.0,0.0,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",This computer can do more calculations per second than the world's population could do in a year… https://t.co/wqlDQvYF3L,246
0.4215,Sat Jun 09 18:20:06 +0000 2018,0.882,0.0,0.118,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","At the G7 meeting, President Trump called for an end to tariffs and scolded other countries for using the United St… https://t.co/KG7SFGii09",247
0.4215,Sat Jun 09 18:10:00 +0000 2018,0.781,0.0,0.219,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",BlackBerry still hopes its keyboard keeps fans coming back https://t.co/AodQi1CBVV https://t.co/8KbIHW3k74,248
0.765,Sat Jun 09 18:00:06 +0000 2018,0.526,0.145,0.329,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",The race to save the Great Barrier Reef? A coral fertility treatment designed to help damaged parts of the reef is… https://t.co/MD6vhMxOh8,249
0.0,Sat Jun 09 17:50:06 +0000 2018,1.0,0.0,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","What is a tariff? Your trade questions, answered https://t.co/AIJVEEOzHM https://t.co/HT5UJDzzjl",250
0.0,Sat Jun 09 17:40:05 +0000 2018,1.0,0.0,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",A Sikh soldier wore a turban in Queen Elizabeth ll's official birthday parade https://t.co/LK0fihnFB2 https://t.co/142baFgcVA,251
0.0,Sat Jun 09 17:27:05 +0000 2018,1.0,0.0,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",A former diplomat at the Vatican Embassy in Washington has been indicted by a Vatican court for possession of child… https://t.co/CSRKlOzeg8,252
0.2732,Sat Jun 09 17:18:43 +0000 2018,0.514,0.221,0.265,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",Simona Halep wins first grand slam title by beating Sloane Stephens at the French Open https://t.co/0tMJbvB40e https://t.co/s3YRroOgXu,253
-0.4019,Sat Jun 09 16:59:35 +0000 2018,0.881,0.119,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",President Trump doubles down on his call for Russia to be readmitted into the G7 and blames former President Obama… https://t.co/3zkWB92wwY,254
-0.7506,Sat Jun 09 16:47:11 +0000 2018,0.67,0.33,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",The Trump administration's latest attack on Obamacare would gut protections for the sick https://t.co/ikBcCkGeAT https://t.co/ehXI4vF0vc,255
-0.5994,Sat Jun 09 16:36:04 +0000 2018,0.849,0.151,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",Construction workers in the UK have found wads of cash dating back to World War II at a shop that once belonged to… https://t.co/Zuo9XcYf9a,256
0.4404,Sat Jun 09 16:26:06 +0000 2018,0.868,0.0,0.132,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","Anthony Bourdain's fans turned the restaurant where he shot to fame as a chef into a memorial, leaving roses and no… https://t.co/5fg9y1cERL",257
0.7717,Sat Jun 09 16:14:06 +0000 2018,0.749,0.0,0.251,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>","Hall of Fame trainer Bob Baffert, who is looking to make history with a win today at the Belmont Stakes, compares h… https://t.co/sUsVNh98tA",258
0.0,Sat Jun 09 16:00:03 +0000 2018,1.0,0.0,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","The week began with news of Trump canceling the Philadelphia Eagles' visit to the White House, and ended with news… https://t.co/H1ILtBxF1W",259
0.2023,Sat Jun 09 15:50:29 +0000 2018,0.913,0.0,0.087,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",Illinois Republicans in Congress are making an urgent plea to President Trump: Don't let Rod Blagojevich off the ho… https://t.co/L4UPCaV1kD,260
0.1779,Sat Jun 09 15:38:05 +0000 2018,0.773,0.097,0.13,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",Former Trump campaign chairman Paul Manafort and his attorneys struck back at special counsel Robert Mueller's char… https://t.co/m4eIhVUiWL,261
-0.296,Sat Jun 09 15:27:34 +0000 2018,0.824,0.176,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","Charles Krauthammer, the famed conservative columnist, informed readers that he is confronting an aggressive form o… https://t.co/7vTbQ8M6D8",262
0.0,Sat Jun 09 15:13:56 +0000 2018,1.0,0.0,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","Prince Harry and Meghan, Duchess of Sussex, joined celebrations of Queen Elizabeth II's official birthday with the… https://t.co/UkiwKzYsxC",263
-0.4585,Sat Jun 09 14:57:06 +0000 2018,0.813,0.187,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",Republicans haven't won statewide in Virginia since 2009. Tuesday's Senate primary shows why:… https://t.co/xkWpPfkUCE,264
-0.0772,Sat Jun 09 14:43:08 +0000 2018,0.933,0.067,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",President Trump says he thinks he’ll know “within the first minute” if North Korea is serious about peace… https://t.co/kRdFefn4fN,265
0.6597,Sat Jun 09 14:36:51 +0000 2018,0.822,0.0,0.178,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","RT @CNNPolitics: Trump: ""I think it would be asset to have Russia back in. I think it would be good for the world. I think it would be good…",266
0.2732,Sat Jun 09 14:30:03 +0000 2018,0.884,0.0,0.116,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","""Consumer Financial Protection Bureau acting director Mick Mulvaney has ousted a committed group of experts who vol… https://t.co/l36frkFEtw",267
0.539,Sat Jun 09 14:24:10 +0000 2018,0.852,0.0,0.148,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",President Trump on the upcoming North Korea meeting: “I really feel confident. I feel that Kim Jong Un wants to do… https://t.co/D0Fi57k3zj,268
-0.3412,Sat Jun 09 14:20:07 +0000 2018,0.789,0.211,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",Things don't look good for Dodge and Chrysler https://t.co/twYdKzCpZ4 https://t.co/9aKZvGnuQG,269
0.5574,Sat Jun 09 14:18:20 +0000 2018,0.813,0.0,0.187,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","President Trump: Trade was ""at the top of the list"" at G7 discussions because ""the United States has been taken adv… https://t.co/u6247HzPsj",270
0.0,Sat Jun 09 14:16:21 +0000 2018,1.0,0.0,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",President Trump is speaking at the G7 before heading to Singapore for the summit with Kim Jong Un. Watch live on CN… https://t.co/dNYLQOvVEk,271
0.0,Sat Jun 09 14:09:49 +0000 2018,1.0,0.0,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",President Trump is planning to depart the G7 ahead of climate change talks https://t.co/bfFqMKTIrg https://t.co/6PkzSs4guA,272
0.34,Sat Jun 09 14:01:04 +0000 2018,0.888,0.0,0.112,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",Former President Obama says he’ll always remember the meal he shared with Anthony Bourdain in Vietnam: “He taught u… https://t.co/XI67jcoy55,273
-0.3818,Sat Jun 09 13:46:07 +0000 2018,0.833,0.167,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",President Trump's tariffs on steel and aluminum threaten America's booming RV industry https://t.co/FxOEFN6Sx2 https://t.co/zpDj0uGxRI,274
0.0,Sat Jun 09 13:31:03 +0000 2018,1.0,0.0,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","What is a tariff? Your trade questions, answered https://t.co/8Fylq20zXj https://t.co/pSfQJhAnZR",275
0.5719,Sat Jun 09 13:26:05 +0000 2018,0.829,0.0,0.171,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",The Duke and Duchess of Sussex celebrate Queen Elizabeth II's official birthday with the traditional Trooping the C… https://t.co/L2o8IJcNej,276
0.5859,Sat Jun 09 13:16:00 +0000 2018,0.847,0.0,0.153,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>","One step on the island of Bermuda, and it's impossible not to be moved by its beauty, history, simplicity and charm… https://t.co/mPpGOqifbk",277
0.0,Sat Jun 09 13:01:05 +0000 2018,1.0,0.0,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","As the millions of US children diagnosed with ADHD move into adulthood, more and more are wondering whether to cont… https://t.co/Qs5xlj8fwK",278
0.0,Sat Jun 09 12:53:19 +0000 2018,0.763,0.119,0.119,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","Fans around the world mourn chef and storyteller Anthony Bourdain, sharing memories of how his travels, food and co… https://t.co/jiW8HhY9ia",279
0.6124,Sat Jun 09 12:46:08 +0000 2018,0.762,0.0,0.238,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","Does a pharmacy have an obligation to help a patient be sure that insurance will cover a prescription?

That's the… https://t.co/2Jxsnx7cI0",280
0.3818,Sat Jun 09 12:31:06 +0000 2018,0.698,0.0,0.302,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",Twitter has had a stunning turnaround https://t.co/hzutT84IrC https://t.co/AK7R50K5mh,281
0.4939,Sat Jun 09 12:16:00 +0000 2018,0.856,0.0,0.144,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",IHOP says it's changing name to IHOb. Many major companies also have rebranded — some successfully and some not so… https://t.co/Xz5NjtpaqH,282
0.4576,Sat Jun 09 12:01:03 +0000 2018,0.786,0.0,0.214,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",Mars is suddenly more interesting | By Jonathan Lunine via @CNNOpinion https://t.co/EA2ETHIldR https://t.co/fgmZax7nwV,283
-0.5994,Sat Jun 09 11:52:04 +0000 2018,0.849,0.151,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",Construction workers in the UK have found wads of cash dating back to World War II at a shop that once belonged to… https://t.co/TYdsjSziK7,284
0.0,Sat Jun 09 11:46:00 +0000 2018,1.0,0.0,0.0,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>","During her commencement address to the MIT Class of 2018, Facebook COO Sheryl Sandberg spoke candidly about Faceboo… https://t.co/hznkJTzAPH",285
-0.296,Sat Jun 09 11:31:05 +0000 2018,0.824,0.176,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","Charles Krauthammer, the famed conservative columnist, informed readers that he is confronting an aggressive form o… https://t.co/H6R3LykoER",286
0.3612,Sat Jun 09 11:16:00 +0000 2018,0.878,0.0,0.122,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>","Will we ever fly like the Jetsons? This company just unveiled its first commercial flying car, Flyer — and… https://t.co/uRJsH7yPmG",287
0.765,Sat Jun 09 11:01:06 +0000 2018,0.526,0.145,0.329,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",The race to save the Great Barrier Reef? A coral fertility treatment designed to help damaged parts of the reef is… https://t.co/AGpnS1dn0C,288
-0.4588,Sat Jun 09 10:31:49 +0000 2018,0.857,0.143,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","Organizers of a fashion show in Saudi Arabia used drones to display female clothes, drawing ridicule on social medi… https://t.co/cgo5HTjIJd",289
0.0,Sat Jun 09 10:16:00 +0000 2018,1.0,0.0,0.0,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>","From delivery to aviation, Dubai is at the forefront of drone experimentation. Here's a look at what the future hol… https://t.co/IZMve8IRLb",290
0.0,Sat Jun 09 10:01:03 +0000 2018,1.0,0.0,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",Are windowless planes the future of travel? https://t.co/Fjc2m6WgtG https://t.co/ux29QpKXWA,291
0.0,Sat Jun 09 09:31:04 +0000 2018,1.0,0.0,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","Hurricanes and tropical storms are moving more slowly around the planet, resulting in higher rainfall and more extr… https://t.co/8qyqjq9IGd",292
0.4019,Sat Jun 09 09:29:10 +0000 2018,0.87,0.0,0.13,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","The Afghan Taliban called for a three-day ceasefire with Afghan forces over the Eid al-Fitr holiday, a move that fo… https://t.co/BLmTAtjmRg",293
0.5859,Sat Jun 09 09:16:00 +0000 2018,0.703,0.074,0.223,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>","Tyler Soloman wiped tears of joy off his face after his father, who'd been deployed overseas, surprised Tyler by sh… https://t.co/uzD0GNZH2P",294
0.0,Sat Jun 09 09:01:21 +0000 2018,1.0,0.0,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","Penguins, Seals, and Krill: Antarctica's fragile food chain | via @CNNVR https://t.co/1BBRFfOzWk https://t.co/G46D0CB0wY",295
0.0,Sat Jun 09 08:31:08 +0000 2018,1.0,0.0,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",Anthony Bourdain's life in pictures https://t.co/76sjWPlMRR https://t.co/MtFAqaoDvC,296
-0.6124,Sat Jun 09 08:29:13 +0000 2018,0.762,0.238,0.0,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","The US Embassy in Mozambique has warned of ""imminent attacks"" against government and commercial centers in a northe… https://t.co/EoDJsFFoOM",297
0.6369,Sat Jun 09 08:16:00 +0000 2018,0.794,0.0,0.206,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",Egypt is building The Grand Egyptian Museum. The cost? More than $1 billion. It will re-house and restore some of t… https://t.co/R5c8mOlfrv,298
0.3612,Sat Jun 09 08:05:06 +0000 2018,0.751,0.089,0.16,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",The Justice Department won't defend the Deferred Action for Childhood Arrivals program in a federal lawsuit that Te… https://t.co/0IJPEuEAF0,299
0.0,Sat Jun 09 08:01:09 +0000 2018,1.0,0.0,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",President Trump is dressed as a king on the new Time magazine cover https://t.co/7pFcAHVSIF https://t.co/joUPfVBvUY,300
0.2263,Sat Jun 09 23:03:37 +0000 2018,0.909,0.0,0.091,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>","Nile Gardiner: ""You have protectionist tariffs on both sides of the Atlantic, from the United States but also from… https://t.co/5TM7aYOQhS",301
0.5719,Sat Jun 09 22:56:42 +0000 2018,0.764,0.0,0.236,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","BREAKING: Justify wins the Belmont Stakes, earning the coveted Triple Crown https://t.co/EEHEgMVywm https://t.co/vjiT9IgcDg",302
-0.4019,Sat Jun 09 22:52:49 +0000 2018,0.856,0.144,0.0,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Nile Gardiner on tariff tensions: ""You have all the makings right now for a trade war."" https://t.co/iAdue9Nmav https://t.co/l3NIirukYK",303
0.4019,Sat Jun 09 22:48:34 +0000 2018,0.769,0.0,0.231,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Taliban announce cease-fire over Eid holiday for 1st time https://t.co/LCHkJcQMW3,304
